id;año;aguas;region;cd_puerto;puerto_desembarque;mes;cd_especie;especie;toneladas;tipo_agente
1;2000;NAC;Tarapacá;101;Arica;1;205;Anchoveta;5100;Artesanal
2;2000;NAC;Tarapacá;101;Arica;1;205;Anchoveta;77588;Industrial
3;2000;NAC;Tarapacá;101;Arica;1;210;Ayanque;3;Artesanal
4;2000;NAC;Tarapacá;101;Arica;1;217;Bacalao de Profundidad;9;Artesanal
5;2000;NAC;Tarapacá;101;Arica;1;415;Caracol Locate;12;Artesanal
6;2000;NAC;Tarapacá;101;Arica;1;234;Jurel;62;Artesanal
7;2000;NAC;Tarapacá;101;Arica;1;234;Jurel;5447;Industrial
8;2000;NAC;Tarapacá;101;Arica;1;236;LenguadoDe Ojos Chicos;2;Artesanal
9;2000;NAC;Tarapacá;101;Arica;1;254;Palometa;10;Artesanal
10;2000;NAC;Tarapacá;101;Arica;1;490;Pulpo sin identificar;1;Artesanal
11;2000;NAC;Tarapacá;101;Arica;1;271;Rococo;3;Artesanal
12;2000;NAC;Tarapacá;101;Arica;1;272;Roncacho, Pocha o Corvinilla;3;Artesanal
13;2000;NAC;Tarapacá;101;Arica;1;278;Sardina española;269;Artesanal
14;2000;NAC;Tarapacá;101;Arica;1;278;Sardina española;3;Industrial
15;2000;NAC;Tarapacá;101;Arica;1;280;Sargo;3;Artesanal
16;2000;NAC;Tarapacá;101;Arica;1;284;Tiburon O Marrajo dentudo;4;Artesanal
17;2000;NAC;Tarapacá;101;Arica;2;205;Anchoveta;3298;Artesanal
18;2000;NAC;Tarapacá;101;Arica;2;205;Anchoveta;16606;Industrial
19;2000;NAC;Tarapacá;101;Arica;2;217;Bacalao de Profundidad;1;Artesanal
20;2000;NAC;Tarapacá;101;Arica;2;218;Caballa;204;Industrial
21;2000;NAC;Tarapacá;101;Arica;2;415;Caracol Locate;62;Artesanal
22;2000;NAC;Tarapacá;101;Arica;2;234;Jurel;41;Artesanal
23;2000;NAC;Tarapacá;101;Arica;2;234;Jurel;911;Industrial
24;2000;NAC;Tarapacá;101;Arica;2;268;Raya volantín;2;Artesanal
25;2000;NAC;Tarapacá;101;Arica;2;278;Sardina española;488;Artesanal
26;2000;NAC;Tarapacá;101;Arica;2;278;Sardina española;882;Industrial
27;2000;NAC;Tarapacá;101;Arica;3;205;Anchoveta;1402;Artesanal
28;2000;NAC;Tarapacá;101;Arica;3;205;Anchoveta;6261;Industrial
29;2000;NAC;Tarapacá;101;Arica;3;210;Ayanque;1;Artesanal
30;2000;NAC;Tarapacá;101;Arica;3;217;Bacalao de Profundidad;4;Artesanal
31;2000;NAC;Tarapacá;101;Arica;3;214;Bonito;1;Artesanal
32;2000;NAC;Tarapacá;101;Arica;3;221;Cabrilla común;2;Artesanal
33;2000;NAC;Tarapacá;101;Arica;3;425;Cholga;2;Artesanal
34;2000;NAC;Tarapacá;101;Arica;3;234;Jurel;34;Artesanal
35;2000;NAC;Tarapacá;101;Arica;3;234;Jurel;44;Industrial
36;2000;NAC;Tarapacá;101;Arica;3;236;LenguadoDe Ojos Chicos;2;Artesanal
37;2000;NAC;Tarapacá;101;Arica;3;254;Palometa;2;Artesanal
38;2000;NAC;Tarapacá;101;Arica;3;820;Piure;2;Artesanal
39;2000;NAC;Tarapacá;101;Arica;3;490;Pulpo sin identificar;1;Artesanal
40;2000;NAC;Tarapacá;101;Arica;3;271;Rococo;2;Artesanal
41;2000;NAC;Tarapacá;101;Arica;3;272;Roncacho, Pocha o Corvinilla;3;Artesanal
42;2000;NAC;Tarapacá;101;Arica;3;278;Sardina española;377;Artesanal
43;2000;NAC;Tarapacá;101;Arica;3;278;Sardina española;26;Industrial
44;2000;NAC;Tarapacá;101;Arica;3;286;Tollo;1;Artesanal
45;2000;NAC;Tarapacá;101;Arica;4;205;Anchoveta;1629;Artesanal
46;2000;NAC;Tarapacá;101;Arica;4;205;Anchoveta;12507;Industrial
47;2000;NAC;Tarapacá;101;Arica;4;210;Ayanque;1;Artesanal
48;2000;NAC;Tarapacá;101;Arica;4;217;Bacalao de Profundidad;3;Artesanal
49;2000;NAC;Tarapacá;101;Arica;4;218;Caballa;94;Industrial
50;2000;NAC;Tarapacá;101;Arica;4;221;Cabrilla común;1;Artesanal
51;2000;NAC;Tarapacá;101;Arica;4;425;Cholga;2;Artesanal
52;2000;NAC;Tarapacá;101;Arica;4;234;Jurel;35;Artesanal
53;2000;NAC;Tarapacá;101;Arica;4;236;LenguadoDe Ojos Chicos;1;Artesanal
54;2000;NAC;Tarapacá;101;Arica;4;238;Lisa;2;Artesanal
55;2000;NAC;Tarapacá;101;Arica;4;260;Pejerrey de mar;1;Artesanal
56;2000;NAC;Tarapacá;101;Arica;4;490;Pulpo sin identificar;1;Artesanal
57;2000;NAC;Tarapacá;101;Arica;4;271;Rococo;1;Artesanal
58;2000;NAC;Tarapacá;101;Arica;4;272;Roncacho, Pocha o Corvinilla;1;Artesanal
59;2000;NAC;Tarapacá;101;Arica;4;278;Sardina española;423;Artesanal
60;2000;NAC;Tarapacá;101;Arica;4;278;Sardina española;138;Industrial
61;2000;NAC;Tarapacá;101;Arica;4;284;Tiburon O Marrajo dentudo;1;Artesanal
62;2000;NAC;Tarapacá;101;Arica;4;286;Tollo;1;Artesanal
63;2000;NAC;Tarapacá;101;Arica;5;205;Anchoveta;5713;Artesanal
64;2000;NAC;Tarapacá;101;Arica;5;205;Anchoveta;46230;Industrial
65;2000;NAC;Tarapacá;101;Arica;5;210;Ayanque;1;Artesanal
66;2000;NAC;Tarapacá;101;Arica;5;217;Bacalao de Profundidad;3;Artesanal
67;2000;NAC;Tarapacá;101;Arica;5;218;Caballa;145;Industrial
68;2000;NAC;Tarapacá;101;Arica;5;221;Cabrilla común;2;Artesanal
69;2000;NAC;Tarapacá;101;Arica;5;425;Cholga;3;Artesanal
70;2000;NAC;Tarapacá;101;Arica;5;230;Corvina;1;Artesanal
71;2000;NAC;Tarapacá;101;Arica;5;231;Dorado de altura / Mahi Mahi;1;Artesanal
72;2000;NAC;Tarapacá;101;Arica;5;234;Jurel;1;Artesanal
73;2000;NAC;Tarapacá;101;Arica;5;234;Jurel;293;Industrial
74;2000;NAC;Tarapacá;101;Arica;5;450;Lapa;1;Artesanal
75;2000;NAC;Tarapacá;101;Arica;5;236;LenguadoDe Ojos Chicos;1;Artesanal
76;2000;NAC;Tarapacá;101;Arica;5;260;Pejerrey de mar;1;Artesanal
77;2000;NAC;Tarapacá;101;Arica;5;820;Piure;2;Artesanal
78;2000;NAC;Tarapacá;101;Arica;5;490;Pulpo sin identificar;3;Artesanal
79;2000;NAC;Tarapacá;101;Arica;5;271;Rococo;1;Artesanal
80;2000;NAC;Tarapacá;101;Arica;5;272;Roncacho, Pocha o Corvinilla;2;Artesanal
81;2000;NAC;Tarapacá;101;Arica;5;278;Sardina española;608;Artesanal
82;2000;NAC;Tarapacá;101;Arica;5;278;Sardina española;748;Industrial
83;2000;NAC;Tarapacá;101;Arica;5;284;Tiburon O Marrajo dentudo;1;Artesanal
84;2000;NAC;Tarapacá;101;Arica;5;286;Tollo;1;Artesanal
85;2000;NAC;Tarapacá;101;Arica;6;205;Anchoveta;3568;Artesanal
86;2000;NAC;Tarapacá;101;Arica;6;205;Anchoveta;40395;Industrial
87;2000;NAC;Tarapacá;101;Arica;6;210;Ayanque;1;Artesanal
88;2000;NAC;Tarapacá;101;Arica;6;217;Bacalao de Profundidad;17;Artesanal
89;2000;NAC;Tarapacá;101;Arica;6;217;Bacalao de Profundidad;1;Industrial
90;2000;NAC;Tarapacá;101;Arica;6;218;Caballa;18;Artesanal
91;2000;NAC;Tarapacá;101;Arica;6;425;Cholga;18;Artesanal
92;2000;NAC;Tarapacá;101;Arica;6;450;Lapa;2;Artesanal
93;2000;NAC;Tarapacá;101;Arica;6;260;Pejerrey de mar;1;Artesanal
94;2000;NAC;Tarapacá;101;Arica;6;820;Piure;19;Artesanal
95;2000;NAC;Tarapacá;101;Arica;6;490;Pulpo sin identificar;2;Artesanal
96;2000;NAC;Tarapacá;101;Arica;6;278;Sardina española;445;Artesanal
97;2000;NAC;Tarapacá;101;Arica;6;278;Sardina española;264;Industrial
98;2000;NAC;Tarapacá;101;Arica;6;284;Tiburon O Marrajo dentudo;1;Artesanal
99;2000;NAC;Tarapacá;101;Arica;7;205;Anchoveta;3559;Artesanal
100;2000;NAC;Tarapacá;101;Arica;7;205;Anchoveta;65655;Industrial
101;2000;NAC;Tarapacá;101;Arica;7;210;Ayanque;1;Artesanal
102;2000;NAC;Tarapacá;101;Arica;7;217;Bacalao de Profundidad;15;Artesanal
103;2000;NAC;Tarapacá;101;Arica;7;217;Bacalao de Profundidad;1;Industrial
104;2000;NAC;Tarapacá;101;Arica;7;218;Caballa;1;Artesanal
105;2000;NAC;Tarapacá;101;Arica;7;218;Caballa;1455;Industrial
106;2000;NAC;Tarapacá;101;Arica;7;415;Caracol Locate;3;Artesanal
107;2000;NAC;Tarapacá;101;Arica;7;425;Cholga;21;Artesanal
108;2000;NAC;Tarapacá;101;Arica;7;229;Congrio negro;1;Artesanal
109;2000;NAC;Tarapacá;101;Arica;7;234;Jurel;1937;Industrial
110;2000;NAC;Tarapacá;101;Arica;7;450;Lapa;3;Artesanal
111;2000;NAC;Tarapacá;101;Arica;7;262;Pejeperro;1;Artesanal
112;2000;NAC;Tarapacá;101;Arica;7;260;Pejerrey de mar;4;Artesanal
113;2000;NAC;Tarapacá;101;Arica;7;820;Piure;22;Artesanal
114;2000;NAC;Tarapacá;101;Arica;7;278;Sardina española;243;Artesanal
115;2000;NAC;Tarapacá;101;Arica;7;278;Sardina española;146;Industrial
116;2000;NAC;Tarapacá;101;Arica;8;205;Anchoveta;490;Artesanal
117;2000;NAC;Tarapacá;101;Arica;8;205;Anchoveta;3057;Industrial
118;2000;NAC;Tarapacá;101;Arica;8;210;Ayanque;1;Artesanal
119;2000;NAC;Tarapacá;101;Arica;8;217;Bacalao de Profundidad;36;Artesanal
120;2000;NAC;Tarapacá;101;Arica;8;217;Bacalao de Profundidad;4;Industrial
121;2000;NAC;Tarapacá;101;Arica;8;221;Cabrilla común;1;Artesanal
122;2000;NAC;Tarapacá;101;Arica;8;415;Caracol Locate;60;Artesanal
123;2000;NAC;Tarapacá;101;Arica;8;226;Cojinoba del norte / Piafri;1;Artesanal
124;2000;NAC;Tarapacá;101;Arica;8;234;Jurel;21;Industrial
125;2000;NAC;Tarapacá;101;Arica;8;262;Pejeperro;1;Artesanal
126;2000;NAC;Tarapacá;101;Arica;8;260;Pejerrey de mar;1;Artesanal
127;2000;NAC;Tarapacá;101;Arica;8;820;Piure;8;Artesanal
128;2000;NAC;Tarapacá;101;Arica;8;278;Sardina española;237;Artesanal
129;2000;NAC;Tarapacá;101;Arica;9;205;Anchoveta;2416;Artesanal
130;2000;NAC;Tarapacá;101;Arica;9;205;Anchoveta;14031;Industrial
131;2000;NAC;Tarapacá;101;Arica;9;206;Anguila;1;Artesanal
132;2000;NAC;Tarapacá;101;Arica;9;210;Ayanque;2;Artesanal
133;2000;NAC;Tarapacá;101;Arica;9;217;Bacalao de Profundidad;31;Artesanal
134;2000;NAC;Tarapacá;101;Arica;9;217;Bacalao de Profundidad;1;Industrial
135;2000;NAC;Tarapacá;101;Arica;9;218;Caballa;1;Artesanal
136;2000;NAC;Tarapacá;101;Arica;9;221;Cabrilla común;1;Artesanal
137;2000;NAC;Tarapacá;101;Arica;9;425;Cholga;21;Artesanal
138;2000;NAC;Tarapacá;101;Arica;9;229;Congrio negro;1;Artesanal
139;2000;NAC;Tarapacá;101;Arica;9;450;Lapa;2;Artesanal
140;2000;NAC;Tarapacá;101;Arica;9;262;Pejeperro;1;Artesanal
141;2000;NAC;Tarapacá;101;Arica;9;260;Pejerrey de mar;1;Artesanal
142;2000;NAC;Tarapacá;101;Arica;9;820;Piure;22;Artesanal
143;2000;NAC;Tarapacá;101;Arica;9;271;Rococo;1;Artesanal
144;2000;NAC;Tarapacá;101;Arica;9;278;Sardina española;428;Artesanal
145;2000;NAC;Tarapacá;101;Arica;9;278;Sardina española;106;Industrial
146;2000;NAC;Tarapacá;101;Arica;10;406;Almeja;9;Artesanal
147;2000;NAC;Tarapacá;101;Arica;10;205;Anchoveta;2361;Artesanal
148;2000;NAC;Tarapacá;101;Arica;10;205;Anchoveta;11570;Industrial
149;2000;NAC;Tarapacá;101;Arica;10;206;Anguila;1;Artesanal
150;2000;NAC;Tarapacá;101;Arica;10;210;Ayanque;1;Artesanal
151;2000;NAC;Tarapacá;101;Arica;10;217;Bacalao de Profundidad;40;Artesanal
152;2000;NAC;Tarapacá;101;Arica;10;217;Bacalao de Profundidad;3;Industrial
153;2000;NAC;Tarapacá;101;Arica;10;425;Cholga;18;Artesanal
154;2000;NAC;Tarapacá;101;Arica;10;226;Cojinoba del norte / Piafri;1;Artesanal
155;2000;NAC;Tarapacá;101;Arica;10;229;Congrio negro;1;Artesanal
156;2000;NAC;Tarapacá;101;Arica;10;230;Corvina;1;Artesanal
157;2000;NAC;Tarapacá;101;Arica;10;450;Lapa;3;Artesanal
158;2000;NAC;Tarapacá;101;Arica;10;262;Pejeperro;1;Artesanal
159;2000;NAC;Tarapacá;101;Arica;10;260;Pejerrey de mar;1;Artesanal
160;2000;NAC;Tarapacá;101;Arica;10;820;Piure;18;Artesanal
161;2000;NAC;Tarapacá;101;Arica;10;271;Rococo;1;Artesanal
162;2000;NAC;Tarapacá;101;Arica;10;278;Sardina española;231;Artesanal
163;2000;NAC;Tarapacá;101;Arica;10;278;Sardina española;11;Industrial
164;2000;NAC;Tarapacá;101;Arica;11;406;Almeja;5;Artesanal
165;2000;NAC;Tarapacá;101;Arica;11;205;Anchoveta;1992;Artesanal
166;2000;NAC;Tarapacá;101;Arica;11;205;Anchoveta;16972;Industrial
167;2000;NAC;Tarapacá;101;Arica;11;210;Ayanque;1;Artesanal
168;2000;NAC;Tarapacá;101;Arica;11;217;Bacalao de Profundidad;12;Artesanal
169;2000;NAC;Tarapacá;101;Arica;11;218;Caballa;96;Industrial
170;2000;NAC;Tarapacá;101;Arica;11;221;Cabrilla común;1;Artesanal
171;2000;NAC;Tarapacá;101;Arica;11;425;Cholga;13;Artesanal
172;2000;NAC;Tarapacá;101;Arica;11;226;Cojinoba del norte / Piafri;1;Artesanal
173;2000;NAC;Tarapacá;101;Arica;11;229;Congrio negro;1;Artesanal
174;2000;NAC;Tarapacá;101;Arica;11;230;Corvina;1;Artesanal
175;2000;NAC;Tarapacá;101;Arica;11;234;Jurel;15;Industrial
176;2000;NAC;Tarapacá;101;Arica;11;450;Lapa;3;Artesanal
177;2000;NAC;Tarapacá;101;Arica;11;236;LenguadoDe Ojos Chicos;1;Artesanal
178;2000;NAC;Tarapacá;101;Arica;11;262;Pejeperro;1;Artesanal
179;2000;NAC;Tarapacá;101;Arica;11;260;Pejerrey de mar;1;Artesanal
180;2000;NAC;Tarapacá;101;Arica;11;820;Piure;21;Artesanal
181;2000;NAC;Tarapacá;101;Arica;11;271;Rococo;1;Artesanal
182;2000;NAC;Tarapacá;101;Arica;11;272;Roncacho, Pocha o Corvinilla;1;Artesanal
183;2000;NAC;Tarapacá;101;Arica;11;278;Sardina española;157;Artesanal
184;2000;NAC;Tarapacá;101;Arica;11;278;Sardina española;15;Industrial
185;2000;NAC;Tarapacá;101;Arica;11;280;Sargo;1;Artesanal
186;2000;NAC;Tarapacá;101;Arica;11;284;Tiburon O Marrajo dentudo;3;Artesanal
187;2000;NAC;Tarapacá;101;Arica;12;205;Anchoveta;2406;Artesanal
188;2000;NAC;Tarapacá;101;Arica;12;205;Anchoveta;30223;Industrial
189;2000;NAC;Tarapacá;101;Arica;12;210;Ayanque;1;Artesanal
190;2000;NAC;Tarapacá;101;Arica;12;211;Azulejo;1;Artesanal
191;2000;NAC;Tarapacá;101;Arica;12;217;Bacalao de Profundidad;18;Artesanal
192;2000;NAC;Tarapacá;101;Arica;12;217;Bacalao de Profundidad;1;Industrial
193;2000;NAC;Tarapacá;101;Arica;12;218;Caballa;14;Industrial
194;2000;NAC;Tarapacá;101;Arica;12;221;Cabrilla común;4;Artesanal
195;2000;NAC;Tarapacá;101;Arica;12;425;Cholga;5;Artesanal
196;2000;NAC;Tarapacá;101;Arica;12;230;Corvina;1;Artesanal
197;2000;NAC;Tarapacá;101;Arica;12;234;Jurel;14;Industrial
198;2000;NAC;Tarapacá;101;Arica;12;450;Lapa;3;Artesanal
199;2000;NAC;Tarapacá;101;Arica;12;262;Pejeperro;2;Artesanal
200;2000;NAC;Tarapacá;101;Arica;12;820;Piure;4;Artesanal
201;2000;NAC;Tarapacá;101;Arica;12;271;Rococo;1;Artesanal
202;2000;NAC;Tarapacá;101;Arica;12;272;Roncacho, Pocha o Corvinilla;2;Artesanal
203;2000;NAC;Tarapacá;101;Arica;12;278;Sardina española;107;Artesanal
204;2000;NAC;Tarapacá;101;Arica;12;278;Sardina española;14;Industrial
205;2000;NAC;Tarapacá;101;Arica;12;280;Sargo;3;Artesanal
206;2000;NAC;Tarapacá;101;Arica;12;284;Tiburon O Marrajo dentudo;1;Artesanal
207;2000;NAC;Tarapacá;104;Iquique;1;406;Almeja;10;Artesanal
208;2000;NAC;Tarapacá;104;Iquique;1;205;Anchoveta;30;Artesanal
209;2000;NAC;Tarapacá;104;Iquique;1;205;Anchoveta;66057;Industrial
210;2000;NAC;Tarapacá;104;Iquique;1;217;Bacalao de Profundidad;2;Artesanal
211;2000;NAC;Tarapacá;104;Iquique;1;214;Bonito;1;Artesanal
212;2000;NAC;Tarapacá;104;Iquique;1;218;Caballa;108;Industrial
213;2000;NAC;Tarapacá;104;Iquique;1;221;Cabrilla común;2;Artesanal
214;2000;NAC;Tarapacá;104;Iquique;1;415;Caracol Locate;93;Artesanal
215;2000;NAC;Tarapacá;104;Iquique;1;618;Centolla del norte;5;Industrial
216;2000;NAC;Tarapacá;104;Iquique;1;141;Huiro negro o Chascón;192;Artesanal
217;2000;NAC;Tarapacá;104;Iquique;1;425;Cholga;8;Artesanal
218;2000;NAC;Tarapacá;104;Iquique;1;226;Cojinoba del norte / Piafri;3;Artesanal
219;2000;NAC;Tarapacá;104;Iquique;1;229;Congrio negro;4;Artesanal
220;2000;NAC;Tarapacá;104;Iquique;1;230;Corvina;1;Artesanal
221;2000;NAC;Tarapacá;104;Iquique;1;440;Culengue;9;Artesanal
222;2000;NAC;Tarapacá;104;Iquique;1;810;Erizo;5;Artesanal
223;2000;NAC;Tarapacá;104;Iquique;1;653;Jaiba Peluda o Pachona;2;Artesanal
224;2000;NAC;Tarapacá;104;Iquique;1;234;Jurel;20642;Industrial
225;2000;NAC;Tarapacá;104;Iquique;1;450;Lapa;9;Artesanal
226;2000;NAC;Tarapacá;104;Iquique;1;254;Palometa;2;Artesanal
227;2000;NAC;Tarapacá;104;Iquique;1;262;Pejeperro;1;Artesanal
228;2000;NAC;Tarapacá;104;Iquique;1;490;Pulpo sin identificar;24;Artesanal
229;2000;NAC;Tarapacá;104;Iquique;1;268;Raya volantín;4;Artesanal
230;2000;NAC;Tarapacá;104;Iquique;1;278;Sardina española;307;Artesanal
231;2000;NAC;Tarapacá;104;Iquique;1;278;Sardina española;718;Industrial
232;2000;NAC;Tarapacá;104;Iquique;1;284;Tiburon O Marrajo dentudo;12;Artesanal
233;2000;NAC;Tarapacá;104;Iquique;2;205;Anchoveta;25782;Industrial
234;2000;NAC;Tarapacá;104;Iquique;2;217;Bacalao de Profundidad;15;Artesanal
235;2000;NAC;Tarapacá;104;Iquique;2;218;Caballa;49;Industrial
236;2000;NAC;Tarapacá;104;Iquique;2;415;Caracol Locate;93;Artesanal
237;2000;NAC;Tarapacá;104;Iquique;2;141;Huiro negro o Chascón;24;Artesanal
238;2000;NAC;Tarapacá;104;Iquique;2;142;Huiro Palo;88;Artesanal
239;2000;NAC;Tarapacá;104;Iquique;2;653;Jaiba Peluda o Pachona;1;Artesanal
240;2000;NAC;Tarapacá;104;Iquique;2;234;Jurel;3545;Industrial
241;2000;NAC;Tarapacá;104;Iquique;2;268;Raya volantín;3;Artesanal
242;2000;NAC;Tarapacá;104;Iquique;2;278;Sardina española;231;Artesanal
243;2000;NAC;Tarapacá;104;Iquique;2;278;Sardina española;1801;Industrial
244;2000;NAC;Tarapacá;104;Iquique;3;203;Agujilla;9;Industrial
245;2000;NAC;Tarapacá;104;Iquique;3;205;Anchoveta;46;Artesanal
246;2000;NAC;Tarapacá;104;Iquique;3;205;Anchoveta;72978;Industrial
247;2000;NAC;Tarapacá;104;Iquique;3;249;Bacaladillo o Mote;17;Artesanal
248;2000;NAC;Tarapacá;104;Iquique;3;217;Bacalao de Profundidad;1;Artesanal
249;2000;NAC;Tarapacá;104;Iquique;3;218;Caballa;167;Industrial
250;2000;NAC;Tarapacá;104;Iquique;3;618;Centolla del norte;3;Artesanal
251;2000;NAC;Tarapacá;104;Iquique;3;618;Centolla del norte;9;Industrial
252;2000;NAC;Tarapacá;104;Iquique;3;141;Huiro negro o Chascón;111;Artesanal
253;2000;NAC;Tarapacá;104;Iquique;3;440;Culengue;1;Artesanal
254;2000;NAC;Tarapacá;104;Iquique;3;142;Huiro Palo;32;Artesanal
255;2000;NAC;Tarapacá;104;Iquique;3;653;Jaiba Peluda o Pachona;1;Artesanal
256;2000;NAC;Tarapacá;104;Iquique;3;234;Jurel;60;Artesanal
257;2000;NAC;Tarapacá;104;Iquique;3;234;Jurel;78;Industrial
258;2000;NAC;Tarapacá;104;Iquique;3;490;Pulpo sin identificar;56;Artesanal
259;2000;NAC;Tarapacá;104;Iquique;3;278;Sardina española;377;Artesanal
260;2000;NAC;Tarapacá;104;Iquique;3;278;Sardina española;1126;Industrial
261;2000;NAC;Tarapacá;104;Iquique;4;203;Agujilla;10;Industrial
262;2000;NAC;Tarapacá;104;Iquique;4;205;Anchoveta;108;Artesanal
263;2000;NAC;Tarapacá;104;Iquique;4;205;Anchoveta;23690;Industrial
264;2000;NAC;Tarapacá;104;Iquique;4;217;Bacalao de Profundidad;6;Artesanal
265;2000;NAC;Tarapacá;104;Iquique;4;218;Caballa;12;Artesanal
266;2000;NAC;Tarapacá;104;Iquique;4;218;Caballa;10383;Industrial
267;2000;NAC;Tarapacá;104;Iquique;4;221;Cabrilla común;2;Artesanal
268;2000;NAC;Tarapacá;104;Iquique;4;618;Centolla del norte;8;Industrial
269;2000;NAC;Tarapacá;104;Iquique;4;141;Huiro negro o Chascón;64;Artesanal
270;2000;NAC;Tarapacá;104;Iquique;4;425;Cholga;2;Artesanal
271;2000;NAC;Tarapacá;104;Iquique;4;229;Congrio negro;1;Artesanal
272;2000;NAC;Tarapacá;104;Iquique;4;698;Crustáceo no clasificado;74;Industrial
273;2000;NAC;Tarapacá;104;Iquique;4;810;Erizo;2;Artesanal
274;2000;NAC;Tarapacá;104;Iquique;4;653;Jaiba Peluda o Pachona;1;Artesanal
275;2000;NAC;Tarapacá;104;Iquique;4;234;Jurel;55;Artesanal
276;2000;NAC;Tarapacá;104;Iquique;4;234;Jurel;14405;Industrial
277;2000;NAC;Tarapacá;104;Iquique;4;450;Lapa;2;Artesanal
278;2000;NAC;Tarapacá;104;Iquique;4;262;Pejeperro;1;Artesanal
279;2000;NAC;Tarapacá;104;Iquique;4;812;Pepino de mar;4;Artesanal
280;2000;NAC;Tarapacá;104;Iquique;4;490;Pulpo sin identificar;36;Artesanal
281;2000;NAC;Tarapacá;104;Iquique;4;278;Sardina española;781;Artesanal
282;2000;NAC;Tarapacá;104;Iquique;4;278;Sardina española;4080;Industrial
283;2000;NAC;Tarapacá;104;Iquique;4;284;Tiburon O Marrajo dentudo;28;Artesanal
284;2000;NAC;Tarapacá;104;Iquique;5;203;Agujilla;11;Industrial
285;2000;NAC;Tarapacá;104;Iquique;5;406;Almeja;1;Artesanal
286;2000;NAC;Tarapacá;104;Iquique;5;205;Anchoveta;26166;Industrial
287;2000;NAC;Tarapacá;104;Iquique;5;217;Bacalao de Profundidad;2;Artesanal
288;2000;NAC;Tarapacá;104;Iquique;5;218;Caballa;7113;Industrial
289;2000;NAC;Tarapacá;104;Iquique;5;141;Huiro negro o Chascón;192;Artesanal
290;2000;NAC;Tarapacá;104;Iquique;5;425;Cholga;4;Artesanal
291;2000;NAC;Tarapacá;104;Iquique;5;226;Cojinoba del norte / Piafri;2;Artesanal
292;2000;NAC;Tarapacá;104;Iquique;5;231;Dorado de altura / Mahi Mahi;2;Artesanal
293;2000;NAC;Tarapacá;104;Iquique;5;810;Erizo;5;Artesanal
294;2000;NAC;Tarapacá;104;Iquique;5;653;Jaiba Peluda o Pachona;1;Artesanal
295;2000;NAC;Tarapacá;104;Iquique;5;234;Jurel;17084;Industrial
296;2000;NAC;Tarapacá;104;Iquique;5;450;Lapa;3;Artesanal
297;2000;NAC;Tarapacá;104;Iquique;5;470;Ostión del norte;5;Acuicultura
298;2000;NAC;Tarapacá;104;Iquique;5;262;Pejeperro;1;Artesanal
299;2000;NAC;Tarapacá;104;Iquique;5;812;Pepino de mar;4;Artesanal
300;2000;NAC;Tarapacá;104;Iquique;5;490;Pulpo sin identificar;54;Artesanal
301;2000;NAC;Tarapacá;104;Iquique;5;278;Sardina española;385;Artesanal
302;2000;NAC;Tarapacá;104;Iquique;5;278;Sardina española;9186;Industrial
303;2000;NAC;Tarapacá;104;Iquique;5;284;Tiburon O Marrajo dentudo;21;Artesanal
304;2000;NAC;Tarapacá;104;Iquique;6;203;Agujilla;17;Industrial
305;2000;NAC;Tarapacá;104;Iquique;6;205;Anchoveta;135;Artesanal
306;2000;NAC;Tarapacá;104;Iquique;6;205;Anchoveta;24943;Industrial
307;2000;NAC;Tarapacá;104;Iquique;6;217;Bacalao de Profundidad;4;Artesanal
308;2000;NAC;Tarapacá;104;Iquique;6;218;Caballa;727;Industrial
309;2000;NAC;Tarapacá;104;Iquique;6;142;Huiro Palo;47;Artesanal
310;2000;NAC;Tarapacá;104;Iquique;6;653;Jaiba Peluda o Pachona;1;Artesanal
311;2000;NAC;Tarapacá;104;Iquique;6;234;Jurel;55;Artesanal
312;2000;NAC;Tarapacá;104;Iquique;6;234;Jurel;1885;Industrial
313;2000;NAC;Tarapacá;104;Iquique;6;490;Pulpo sin identificar;26;Artesanal
314;2000;NAC;Tarapacá;104;Iquique;6;278;Sardina española;149;Artesanal
315;2000;NAC;Tarapacá;104;Iquique;6;278;Sardina española;635;Industrial
316;2000;NAC;Tarapacá;104;Iquique;6;284;Tiburon O Marrajo dentudo;5;Artesanal
317;2000;NAC;Tarapacá;104;Iquique;7;203;Agujilla;52;Industrial
318;2000;NAC;Tarapacá;104;Iquique;7;205;Anchoveta;35;Artesanal
319;2000;NAC;Tarapacá;104;Iquique;7;205;Anchoveta;74959;Industrial
320;2000;NAC;Tarapacá;104;Iquique;7;217;Bacalao de Profundidad;9;Artesanal
321;2000;NAC;Tarapacá;104;Iquique;7;218;Caballa;1065;Industrial
322;2000;NAC;Tarapacá;104;Iquique;7;612;Camarón Nailon;11;Industrial
323;2000;NAC;Tarapacá;104;Iquique;7;415;Caracol Locate;265;Artesanal
324;2000;NAC;Tarapacá;104;Iquique;7;141;Huiro negro o Chascón;240;Artesanal
325;2000;NAC;Tarapacá;104;Iquique;7;142;Huiro Palo;109;Artesanal
326;2000;NAC;Tarapacá;104;Iquique;7;653;Jaiba Peluda o Pachona;1;Artesanal
327;2000;NAC;Tarapacá;104;Iquique;7;234;Jurel;1843;Industrial
328;2000;NAC;Tarapacá;104;Iquique;7;278;Sardina española;753;Artesanal
329;2000;NAC;Tarapacá;104;Iquique;8;406;Almeja;1;Artesanal
330;2000;NAC;Tarapacá;104;Iquique;8;205;Anchoveta;819;Industrial
