id;año;aguas;region;cd_puerto;puerto_desembarque;mes;cd_especie;especie;toneladas;tipo_agente
51145;2006;NAC;Valparaíso;532;Valparaiso;12;276;Sardina común;4;Artesanal
51146;2006;NAC;Valparaíso;532;Valparaiso;12;282;Sierra;2;Artesanal
51147;2006;NAC;Valparaíso;532;Valparaiso;12;284;Tiburon O Marrajo dentudo;17;Artesanal
51148;2006;NAC;O'Higgins;640;Pichilemu;1;115;Chasca;61;Artesanal
51149;2006;NAC;O'Higgins;640;Pichilemu;1;141;Huiro negro o Chascón;67;Artesanal
51150;2006;NAC;O'Higgins;640;Pichilemu;1;110;Cochayuyo;246;Artesanal
51151;2006;NAC;O'Higgins;640;Pichilemu;1;230;Corvina;2;Artesanal
51152;2006;NAC;O'Higgins;640;Pichilemu;1;145;Huiro;56;Artesanal
51153;2006;NAC;O'Higgins;640;Pichilemu;1;655;Jaiba Remadora;2;Artesanal
51154;2006;NAC;O'Higgins;640;Pichilemu;1;125;Liquén Gomoso;35;Artesanal
51155;2006;NAC;O'Higgins;640;Pichilemu;1;138;Luga cuchara o corta;75;Artesanal
51156;2006;NAC;O'Higgins;640;Pichilemu;1;137;Luga negra o crespa;1546;Artesanal
51157;2006;NAC;O'Higgins;640;Pichilemu;1;242;Merluza común;1;Artesanal
51158;2006;NAC;O'Higgins;640;Pichilemu;2;115;Chasca;15;Artesanal
51159;2006;NAC;O'Higgins;640;Pichilemu;2;435;Choro;1;Artesanal
51160;2006;NAC;O'Higgins;640;Pichilemu;2;110;Cochayuyo;41;Artesanal
51161;2006;NAC;O'Higgins;640;Pichilemu;2;230;Corvina;4;Artesanal
51162;2006;NAC;O'Higgins;640;Pichilemu;2;655;Jaiba Remadora;1;Artesanal
51163;2006;NAC;O'Higgins;640;Pichilemu;2;125;Liquén Gomoso;15;Artesanal
51164;2006;NAC;O'Higgins;640;Pichilemu;2;138;Luga cuchara o corta;181;Artesanal
51165;2006;NAC;O'Higgins;640;Pichilemu;3;115;Chasca;83;Artesanal
51166;2006;NAC;O'Higgins;640;Pichilemu;3;141;Huiro negro o Chascón;53;Artesanal
51167;2006;NAC;O'Higgins;640;Pichilemu;3;110;Cochayuyo;338;Artesanal
51168;2006;NAC;O'Higgins;640;Pichilemu;3;230;Corvina;1;Artesanal
51169;2006;NAC;O'Higgins;640;Pichilemu;3;655;Jaiba Remadora;1;Artesanal
51170;2006;NAC;O'Higgins;640;Pichilemu;3;125;Liquén Gomoso;82;Artesanal
51171;2006;NAC;O'Higgins;640;Pichilemu;3;138;Luga cuchara o corta;140;Artesanal
51172;2006;NAC;O'Higgins;640;Pichilemu;3;242;Merluza común;1;Artesanal
51173;2006;NAC;O'Higgins;640;Pichilemu;3;258;Pejegallo;2;Artesanal
51174;2006;NAC;O'Higgins;640;Pichilemu;3;286;Tollo;1;Artesanal
51175;2006;NAC;O'Higgins;640;Pichilemu;4;115;Chasca;8;Artesanal
51176;2006;NAC;O'Higgins;640;Pichilemu;4;110;Cochayuyo;25;Artesanal
51177;2006;NAC;O'Higgins;640;Pichilemu;4;227;Congrio colorado;1;Artesanal
51178;2006;NAC;O'Higgins;640;Pichilemu;4;230;Corvina;1;Artesanal
51179;2006;NAC;O'Higgins;640;Pichilemu;4;655;Jaiba Remadora;2;Artesanal
51180;2006;NAC;O'Higgins;640;Pichilemu;4;125;Liquén Gomoso;4;Artesanal
51181;2006;NAC;O'Higgins;640;Pichilemu;4;238;Lisa;1;Artesanal
51182;2006;NAC;O'Higgins;640;Pichilemu;4;138;Luga cuchara o corta;25;Artesanal
51183;2006;NAC;O'Higgins;640;Pichilemu;5;115;Chasca;5;Artesanal
51184;2006;NAC;O'Higgins;640;Pichilemu;5;435;Choro;1;Artesanal
51185;2006;NAC;O'Higgins;640;Pichilemu;5;110;Cochayuyo;11;Artesanal
51186;2006;NAC;O'Higgins;640;Pichilemu;5;227;Congrio colorado;1;Artesanal
51187;2006;NAC;O'Higgins;640;Pichilemu;5;230;Corvina;1;Artesanal
51188;2006;NAC;O'Higgins;640;Pichilemu;5;655;Jaiba Remadora;2;Artesanal
51189;2006;NAC;O'Higgins;640;Pichilemu;5;234;Jurel;1;Artesanal
51190;2006;NAC;O'Higgins;640;Pichilemu;5;125;Liquén Gomoso;5;Artesanal
51191;2006;NAC;O'Higgins;640;Pichilemu;5;138;Luga cuchara o corta;26;Artesanal
51192;2006;NAC;O'Higgins;640;Pichilemu;5;242;Merluza común;2;Artesanal
51193;2006;NAC;O'Higgins;640;Pichilemu;6;115;Chasca;2;Artesanal
51194;2006;NAC;O'Higgins;640;Pichilemu;6;435;Choro;1;Artesanal
51195;2006;NAC;O'Higgins;640;Pichilemu;6;110;Cochayuyo;1;Artesanal
51196;2006;NAC;O'Higgins;640;Pichilemu;6;230;Corvina;1;Artesanal
51197;2006;NAC;O'Higgins;640;Pichilemu;6;138;Luga cuchara o corta;2;Artesanal
51198;2006;NAC;O'Higgins;640;Pichilemu;6;242;Merluza común;3;Artesanal
51199;2006;NAC;O'Higgins;640;Pichilemu;7;230;Corvina;1;Artesanal
51200;2006;NAC;O'Higgins;640;Pichilemu;7;655;Jaiba Remadora;1;Artesanal
51201;2006;NAC;O'Higgins;640;Pichilemu;7;242;Merluza común;4;Artesanal
51202;2006;NAC;O'Higgins;640;Pichilemu;8;435;Choro;1;Artesanal
51203;2006;NAC;O'Higgins;640;Pichilemu;8;242;Merluza común;22;Artesanal
51204;2006;NAC;O'Higgins;640;Pichilemu;9;115;Chasca;4;Artesanal
51205;2006;NAC;O'Higgins;640;Pichilemu;9;435;Choro;2;Artesanal
51206;2006;NAC;O'Higgins;640;Pichilemu;9;110;Cochayuyo;2;Artesanal
51207;2006;NAC;O'Higgins;640;Pichilemu;9;238;Lisa;2;Artesanal
51208;2006;NAC;O'Higgins;640;Pichilemu;9;138;Luga cuchara o corta;4;Artesanal
51209;2006;NAC;O'Higgins;640;Pichilemu;9;242;Merluza común;13;Artesanal
51210;2006;NAC;O'Higgins;640;Pichilemu;9;268;Raya volantín;4;Artesanal
51211;2006;NAC;O'Higgins;640;Pichilemu;10;115;Chasca;15;Artesanal
51212;2006;NAC;O'Higgins;640;Pichilemu;10;110;Cochayuyo;26;Artesanal
51213;2006;NAC;O'Higgins;640;Pichilemu;10;230;Corvina;1;Artesanal
51214;2006;NAC;O'Higgins;640;Pichilemu;10;238;Lisa;3;Artesanal
51215;2006;NAC;O'Higgins;640;Pichilemu;10;455;Loco;1;Artesanal
51216;2006;NAC;O'Higgins;640;Pichilemu;10;138;Luga cuchara o corta;38;Artesanal
51217;2006;NAC;O'Higgins;640;Pichilemu;10;137;Luga negra o crespa;9;Artesanal
51218;2006;NAC;O'Higgins;640;Pichilemu;10;242;Merluza común;18;Artesanal
51219;2006;NAC;O'Higgins;640;Pichilemu;11;115;Chasca;11;Artesanal
51220;2006;NAC;O'Higgins;640;Pichilemu;11;141;Huiro negro o Chascón;21;Artesanal
51221;2006;NAC;O'Higgins;640;Pichilemu;11;110;Cochayuyo;46;Artesanal
51222;2006;NAC;O'Higgins;640;Pichilemu;11;227;Congrio colorado;1;Artesanal
51223;2006;NAC;O'Higgins;640;Pichilemu;11;238;Lisa;1;Artesanal
51224;2006;NAC;O'Higgins;640;Pichilemu;11;138;Luga cuchara o corta;35;Artesanal
51225;2006;NAC;O'Higgins;640;Pichilemu;11;137;Luga negra o crespa;5;Artesanal
51226;2006;NAC;O'Higgins;640;Pichilemu;11;242;Merluza común;5;Artesanal
51227;2006;NAC;O'Higgins;640;Pichilemu;12;115;Chasca;13;Artesanal
51228;2006;NAC;O'Higgins;640;Pichilemu;12;141;Huiro negro o Chascón;142;Artesanal
51229;2006;NAC;O'Higgins;640;Pichilemu;12;110;Cochayuyo;82;Artesanal
51230;2006;NAC;O'Higgins;640;Pichilemu;12;230;Corvina;3;Artesanal
51231;2006;NAC;O'Higgins;640;Pichilemu;12;238;Lisa;4;Artesanal
51232;2006;NAC;O'Higgins;640;Pichilemu;12;138;Luga cuchara o corta;80;Artesanal
51233;2006;NAC;O'Higgins;640;Pichilemu;12;137;Luga negra o crespa;10;Artesanal
51234;2006;NAC;O'Higgins;640;Pichilemu;12;242;Merluza común;1;Artesanal
51235;2006;NAC;Maule;746;Constitucion;1;217;Bacalao de Profundidad;14;Artesanal
51236;2006;NAC;Maule;746;Constitucion;1;217;Bacalao de Profundidad;1;Industrial
51237;2006;NAC;Maule;746;Constitucion;1;141;Huiro negro o Chascón;90;Artesanal
51238;2006;NAC;Maule;746;Constitucion;1;227;Congrio colorado;1;Artesanal
51239;2006;NAC;Maule;746;Constitucion;1;228;Congrio dorado;1;Artesanal
51240;2006;NAC;Maule;746;Constitucion;1;229;Congrio negro;4;Artesanal
51241;2006;NAC;Maule;746;Constitucion;1;230;Corvina;6;Artesanal
51242;2006;NAC;Maule;746;Constitucion;1;234;Jurel;46;Artesanal
51243;2006;NAC;Maule;746;Constitucion;1;348;Lenguado;1;Artesanal
51244;2006;NAC;Maule;746;Constitucion;1;238;Lisa;1;Artesanal
51245;2006;NAC;Maule;746;Constitucion;1;138;Luga cuchara o corta;6;Artesanal
51246;2006;NAC;Maule;746;Constitucion;1;137;Luga negra o crespa;45;Artesanal
51247;2006;NAC;Maule;746;Constitucion;1;460;Macha;22;Artesanal
51248;2006;NAC;Maule;746;Constitucion;1;242;Merluza común;107;Artesanal
51249;2006;NAC;Maule;746;Constitucion;1;258;Pejegallo;5;Artesanal
51250;2006;NAC;Maule;746;Constitucion;1;298;Pescado no clasificado;1;Artesanal
51251;2006;NAC;Maule;746;Constitucion;1;274;Reineta;65;Artesanal
51252;2006;NAC;Maule;746;Constitucion;1;270;Róbalo;1;Artesanal
51253;2006;NAC;Maule;746;Constitucion;1;282;Sierra;1;Artesanal
51254;2006;NAC;Maule;746;Constitucion;1;286;Tollo;2;Artesanal
51255;2006;NAC;Maule;746;Constitucion;2;217;Bacalao de Profundidad;27;Artesanal
51256;2006;NAC;Maule;746;Constitucion;2;217;Bacalao de Profundidad;1;Industrial
51257;2006;NAC;Maule;746;Constitucion;2;110;Cochayuyo;16;Artesanal
51258;2006;NAC;Maule;746;Constitucion;2;227;Congrio colorado;1;Artesanal
51259;2006;NAC;Maule;746;Constitucion;2;228;Congrio dorado;1;Artesanal
51260;2006;NAC;Maule;746;Constitucion;2;229;Congrio negro;14;Artesanal
51261;2006;NAC;Maule;746;Constitucion;2;230;Corvina;6;Artesanal
51262;2006;NAC;Maule;746;Constitucion;2;444;Huepo o Navaja de mar;1;Artesanal
51263;2006;NAC;Maule;746;Constitucion;2;655;Jaiba Remadora;1;Artesanal
51264;2006;NAC;Maule;746;Constitucion;2;234;Jurel;22;Artesanal
51265;2006;NAC;Maule;746;Constitucion;2;348;Lenguado;1;Artesanal
51266;2006;NAC;Maule;746;Constitucion;2;138;Luga cuchara o corta;16;Artesanal
51267;2006;NAC;Maule;746;Constitucion;2;460;Macha;11;Artesanal
51268;2006;NAC;Maule;746;Constitucion;2;242;Merluza común;29;Artesanal
51269;2006;NAC;Maule;746;Constitucion;2;258;Pejegallo;2;Artesanal
51270;2006;NAC;Maule;746;Constitucion;2;298;Pescado no clasificado;1;Artesanal
51271;2006;NAC;Maule;746;Constitucion;2;274;Reineta;86;Artesanal
51272;2006;NAC;Maule;746;Constitucion;2;270;Róbalo;1;Artesanal
51273;2006;NAC;Maule;746;Constitucion;2;282;Sierra;2;Artesanal
51274;2006;NAC;Maule;746;Constitucion;2;286;Tollo;1;Artesanal
51275;2006;NAC;Maule;746;Constitucion;3;217;Bacalao de Profundidad;24;Artesanal
51276;2006;NAC;Maule;746;Constitucion;3;141;Huiro negro o Chascón;186;Artesanal
51277;2006;NAC;Maule;746;Constitucion;3;227;Congrio colorado;1;Artesanal
51278;2006;NAC;Maule;746;Constitucion;3;228;Congrio dorado;1;Artesanal
51279;2006;NAC;Maule;746;Constitucion;3;229;Congrio negro;2;Artesanal
51280;2006;NAC;Maule;746;Constitucion;3;230;Corvina;8;Artesanal
51281;2006;NAC;Maule;746;Constitucion;3;655;Jaiba Remadora;1;Artesanal
51282;2006;NAC;Maule;746;Constitucion;3;234;Jurel;2;Artesanal
51283;2006;NAC;Maule;746;Constitucion;3;348;Lenguado;1;Artesanal
51284;2006;NAC;Maule;746;Constitucion;3;125;Liquén Gomoso;1;Artesanal
51285;2006;NAC;Maule;746;Constitucion;3;238;Lisa;1;Artesanal
51286;2006;NAC;Maule;746;Constitucion;3;138;Luga cuchara o corta;24;Artesanal
51287;2006;NAC;Maule;746;Constitucion;3;460;Macha;19;Artesanal
51288;2006;NAC;Maule;746;Constitucion;3;242;Merluza común;35;Artesanal
51289;2006;NAC;Maule;746;Constitucion;3;258;Pejegallo;2;Artesanal
51290;2006;NAC;Maule;746;Constitucion;3;260;Pejerrey de mar;1;Artesanal
51291;2006;NAC;Maule;746;Constitucion;3;274;Reineta;3;Artesanal
51292;2006;NAC;Maule;746;Constitucion;3;270;Róbalo;1;Artesanal
51293;2006;NAC;Maule;746;Constitucion;4;217;Bacalao de Profundidad;17;Artesanal
51294;2006;NAC;Maule;746;Constitucion;4;213;Blanquillo;1;Artesanal
51295;2006;NAC;Maule;746;Constitucion;4;227;Congrio colorado;2;Artesanal
51296;2006;NAC;Maule;746;Constitucion;4;229;Congrio negro;1;Artesanal
51297;2006;NAC;Maule;746;Constitucion;4;230;Corvina;7;Artesanal
51298;2006;NAC;Maule;746;Constitucion;4;234;Jurel;21;Artesanal
51299;2006;NAC;Maule;746;Constitucion;4;460;Macha;8;Artesanal
51300;2006;NAC;Maule;746;Constitucion;4;242;Merluza común;64;Artesanal
51301;2006;NAC;Maule;746;Constitucion;4;258;Pejegallo;4;Artesanal
51302;2006;NAC;Maule;746;Constitucion;4;260;Pejerrey de mar;1;Artesanal
51303;2006;NAC;Maule;746;Constitucion;4;270;Róbalo;1;Artesanal
51304;2006;NAC;Maule;746;Constitucion;4;286;Tollo;1;Artesanal
51305;2006;NAC;Maule;746;Constitucion;5;217;Bacalao de Profundidad;6;Artesanal
51306;2006;NAC;Maule;746;Constitucion;5;141;Huiro negro o Chascón;85;Artesanal
51307;2006;NAC;Maule;746;Constitucion;5;227;Congrio colorado;2;Artesanal
51308;2006;NAC;Maule;746;Constitucion;5;229;Congrio negro;2;Artesanal
51309;2006;NAC;Maule;746;Constitucion;5;230;Corvina;13;Artesanal
51310;2006;NAC;Maule;746;Constitucion;5;234;Jurel;35;Artesanal
51311;2006;NAC;Maule;746;Constitucion;5;460;Macha;8;Artesanal
51312;2006;NAC;Maule;746;Constitucion;5;242;Merluza común;46;Artesanal
51313;2006;NAC;Maule;746;Constitucion;5;258;Pejegallo;2;Artesanal
51314;2006;NAC;Maule;746;Constitucion;5;298;Pescado no clasificado;1;Artesanal
51315;2006;NAC;Maule;746;Constitucion;5;270;Róbalo;1;Artesanal
51316;2006;NAC;Maule;746;Constitucion;5;282;Sierra;2;Artesanal
51317;2006;NAC;Maule;746;Constitucion;5;286;Tollo;1;Artesanal
51318;2006;NAC;Maule;746;Constitucion;6;217;Bacalao de Profundidad;6;Artesanal
51319;2006;NAC;Maule;746;Constitucion;6;226;Cojinoba del norte / Piafri;1;Artesanal
51320;2006;NAC;Maule;746;Constitucion;6;229;Congrio negro;1;Artesanal
51321;2006;NAC;Maule;746;Constitucion;6;230;Corvina;3;Artesanal
51322;2006;NAC;Maule;746;Constitucion;6;234;Jurel;39;Artesanal
51323;2006;NAC;Maule;746;Constitucion;6;460;Macha;2;Artesanal
51324;2006;NAC;Maule;746;Constitucion;6;242;Merluza común;58;Artesanal
51325;2006;NAC;Maule;746;Constitucion;6;258;Pejegallo;1;Artesanal
51326;2006;NAC;Maule;746;Constitucion;6;298;Pescado no clasificado;1;Artesanal
51327;2006;NAC;Maule;746;Constitucion;6;282;Sierra;3;Artesanal
51328;2006;NAC;Maule;746;Constitucion;7;229;Congrio negro;7;Artesanal
51329;2006;NAC;Maule;746;Constitucion;7;230;Corvina;4;Artesanal
51330;2006;NAC;Maule;746;Constitucion;7;234;Jurel;129;Artesanal
51331;2006;NAC;Maule;746;Constitucion;7;460;Macha;1;Artesanal
51332;2006;NAC;Maule;746;Constitucion;7;242;Merluza común;158;Artesanal
51333;2006;NAC;Maule;746;Constitucion;7;258;Pejegallo;2;Artesanal
51334;2006;NAC;Maule;746;Constitucion;7;282;Sierra;13;Artesanal
51335;2006;NAC;Maule;746;Constitucion;8;217;Bacalao de Profundidad;10;Artesanal
51336;2006;NAC;Maule;746;Constitucion;8;435;Choro;2;Artesanal
51337;2006;NAC;Maule;746;Constitucion;8;226;Cojinoba del norte / Piafri;1;Artesanal
51338;2006;NAC;Maule;746;Constitucion;8;227;Congrio colorado;1;Artesanal
51339;2006;NAC;Maule;746;Constitucion;8;229;Congrio negro;4;Artesanal
51340;2006;NAC;Maule;746;Constitucion;8;230;Corvina;3;Artesanal
51341;2006;NAC;Maule;746;Constitucion;8;234;Jurel;34;Artesanal
51342;2006;NAC;Maule;746;Constitucion;8;455;Loco;4;Artesanal
51343;2006;NAC;Maule;746;Constitucion;8;460;Macha;6;Artesanal
51344;2006;NAC;Maule;746;Constitucion;8;242;Merluza común;214;Artesanal
51345;2006;NAC;Maule;746;Constitucion;8;258;Pejegallo;2;Artesanal
51346;2006;NAC;Maule;746;Constitucion;8;268;Raya volantín;1;Artesanal
51347;2006;NAC;Maule;746;Constitucion;8;270;Róbalo;1;Artesanal
51348;2006;NAC;Maule;746;Constitucion;8;282;Sierra;11;Artesanal
51349;2006;NAC;Maule;746;Constitucion;8;286;Tollo;1;Artesanal
51350;2006;NAC;Maule;746;Constitucion;9;217;Bacalao de Profundidad;12;Artesanal
51351;2006;NAC;Maule;746;Constitucion;9;226;Cojinoba del norte / Piafri;1;Artesanal
51352;2006;NAC;Maule;746;Constitucion;9;228;Congrio dorado;1;Artesanal
51353;2006;NAC;Maule;746;Constitucion;9;229;Congrio negro;2;Artesanal
51354;2006;NAC;Maule;746;Constitucion;9;230;Corvina;4;Artesanal
51355;2006;NAC;Maule;746;Constitucion;9;234;Jurel;16;Artesanal
51356;2006;NAC;Maule;746;Constitucion;9;460;Macha;24;Artesanal
51357;2006;NAC;Maule;746;Constitucion;9;242;Merluza común;420;Artesanal
51358;2006;NAC;Maule;746;Constitucion;9;258;Pejegallo;2;Artesanal
51359;2006;NAC;Maule;746;Constitucion;9;260;Pejerrey de mar;1;Artesanal
51360;2006;NAC;Maule;746;Constitucion;9;268;Raya volantín;1;Artesanal
51361;2006;NAC;Maule;746;Constitucion;9;270;Róbalo;1;Artesanal
51362;2006;NAC;Maule;746;Constitucion;9;282;Sierra;8;Artesanal
51363;2006;NAC;Maule;746;Constitucion;10;266;Albacora o Pez Espada / Ivi Heheu;4;Artesanal
51364;2006;NAC;Maule;746;Constitucion;10;217;Bacalao de Profundidad;14;Artesanal
51365;2006;NAC;Maule;746;Constitucion;10;227;Congrio colorado;1;Artesanal
51366;2006;NAC;Maule;746;Constitucion;10;228;Congrio dorado;2;Artesanal
51367;2006;NAC;Maule;746;Constitucion;10;230;Corvina;6;Artesanal
51368;2006;NAC;Maule;746;Constitucion;10;655;Jaiba Remadora;2;Artesanal
51369;2006;NAC;Maule;746;Constitucion;10;234;Jurel;6;Artesanal
51370;2006;NAC;Maule;746;Constitucion;10;460;Macha;16;Artesanal
51371;2006;NAC;Maule;746;Constitucion;10;242;Merluza común;148;Artesanal
51372;2006;NAC;Maule;746;Constitucion;10;258;Pejegallo;3;Artesanal
51373;2006;NAC;Maule;746;Constitucion;10;260;Pejerrey de mar;1;Artesanal
51374;2006;NAC;Maule;746;Constitucion;10;270;Róbalo;1;Artesanal
51375;2006;NAC;Maule;746;Constitucion;10;282;Sierra;2;Artesanal
51376;2006;NAC;Maule;746;Constitucion;11;217;Bacalao de Profundidad;13;Artesanal
51377;2006;NAC;Maule;746;Constitucion;11;612;Camarón Nailon;1;Artesanal
51378;2006;NAC;Maule;746;Constitucion;11;110;Cochayuyo;2;Artesanal
51379;2006;NAC;Maule;746;Constitucion;11;226;Cojinoba del norte / Piafri;1;Artesanal
51380;2006;NAC;Maule;746;Constitucion;11;228;Congrio dorado;1;Artesanal
51381;2006;NAC;Maule;746;Constitucion;11;229;Congrio negro;2;Artesanal
51382;2006;NAC;Maule;746;Constitucion;11;230;Corvina;3;Artesanal
51383;2006;NAC;Maule;746;Constitucion;11;655;Jaiba Remadora;1;Artesanal
51384;2006;NAC;Maule;746;Constitucion;11;348;Lenguado;1;Artesanal
51385;2006;NAC;Maule;746;Constitucion;11;460;Macha;14;Artesanal
51386;2006;NAC;Maule;746;Constitucion;11;242;Merluza común;149;Artesanal
51387;2006;NAC;Maule;746;Constitucion;11;258;Pejegallo;1;Artesanal
51388;2006;NAC;Maule;746;Constitucion;11;260;Pejerrey de mar;1;Artesanal
51389;2006;NAC;Maule;746;Constitucion;11;274;Reineta;1;Artesanal
51390;2006;NAC;Maule;746;Constitucion;11;270;Róbalo;1;Artesanal
51391;2006;NAC;Maule;746;Constitucion;11;282;Sierra;1;Artesanal
51392;2006;NAC;Maule;746;Constitucion;12;217;Bacalao de Profundidad;16;Artesanal
51393;2006;NAC;Maule;746;Constitucion;12;604;Cangrejo o Panchote;1;Artesanal
51394;2006;NAC;Maule;746;Constitucion;12;110;Cochayuyo;6;Artesanal
51395;2006;NAC;Maule;746;Constitucion;12;227;Congrio colorado;1;Artesanal
51396;2006;NAC;Maule;746;Constitucion;12;229;Congrio negro;1;Artesanal
51397;2006;NAC;Maule;746;Constitucion;12;230;Corvina;2;Artesanal
51398;2006;NAC;Maule;746;Constitucion;12;234;Jurel;1;Artesanal
51399;2006;NAC;Maule;746;Constitucion;12;460;Macha;5;Artesanal
51400;2006;NAC;Maule;746;Constitucion;12;242;Merluza común;30;Artesanal
51401;2006;NAC;Maule;746;Constitucion;12;258;Pejegallo;1;Artesanal
51402;2006;NAC;Maule;746;Constitucion;12;274;Reineta;15;Artesanal
51403;2006;NAC;Maule;748;Pelluhue;1;213;Blanquillo;2;Artesanal
51404;2006;NAC;Maule;748;Pelluhue;1;425;Cholga;1;Artesanal
51405;2006;NAC;Maule;748;Pelluhue;1;110;Cochayuyo;37;Artesanal
51406;2006;NAC;Maule;748;Pelluhue;1;227;Congrio colorado;3;Artesanal
51407;2006;NAC;Maule;748;Pelluhue;1;229;Congrio negro;1;Artesanal
51408;2006;NAC;Maule;748;Pelluhue;1;230;Corvina;4;Artesanal
51409;2006;NAC;Maule;748;Pelluhue;1;444;Huepo o Navaja de mar;17;Artesanal
51410;2006;NAC;Maule;748;Pelluhue;1;655;Jaiba Remadora;1;Artesanal
51411;2006;NAC;Maule;748;Pelluhue;1;234;Jurel;7;Artesanal
51412;2006;NAC;Maule;748;Pelluhue;1;242;Merluza común;35;Artesanal
51413;2006;NAC;Maule;748;Pelluhue;1;258;Pejegallo;1;Artesanal
51414;2006;NAC;Maule;748;Pelluhue;1;820;Piure;1;Artesanal
51415;2006;NAC;Maule;748;Pelluhue;1;274;Reineta;21;Artesanal
51416;2006;NAC;Maule;748;Pelluhue;2;213;Blanquillo;1;Artesanal
51417;2006;NAC;Maule;748;Pelluhue;2;425;Cholga;7;Artesanal
51418;2006;NAC;Maule;748;Pelluhue;2;227;Congrio colorado;3;Artesanal
51419;2006;NAC;Maule;748;Pelluhue;2;229;Congrio negro;1;Artesanal
51420;2006;NAC;Maule;748;Pelluhue;2;230;Corvina;6;Artesanal
51421;2006;NAC;Maule;748;Pelluhue;2;444;Huepo o Navaja de mar;37;Artesanal
51422;2006;NAC;Maule;748;Pelluhue;2;654;Jaiba Marmola;1;Artesanal
51423;2006;NAC;Maule;748;Pelluhue;2;655;Jaiba Remadora;1;Artesanal
51424;2006;NAC;Maule;748;Pelluhue;2;234;Jurel;1;Artesanal
51425;2006;NAC;Maule;748;Pelluhue;2;242;Merluza común;9;Artesanal
51426;2006;NAC;Maule;748;Pelluhue;2;258;Pejegallo;2;Artesanal
51427;2006;NAC;Maule;748;Pelluhue;2;820;Piure;7;Artesanal
51428;2006;NAC;Maule;748;Pelluhue;2;274;Reineta;36;Artesanal
51429;2006;NAC;Maule;748;Pelluhue;2;282;Sierra;1;Artesanal
51430;2006;NAC;Maule;748;Pelluhue;3;425;Cholga;2;Artesanal
51431;2006;NAC;Maule;748;Pelluhue;3;227;Congrio colorado;2;Artesanal
51432;2006;NAC;Maule;748;Pelluhue;3;229;Congrio negro;1;Artesanal
51433;2006;NAC;Maule;748;Pelluhue;3;230;Corvina;8;Artesanal
51434;2006;NAC;Maule;748;Pelluhue;3;444;Huepo o Navaja de mar;20;Artesanal
51435;2006;NAC;Maule;748;Pelluhue;3;242;Merluza común;3;Artesanal
51436;2006;NAC;Maule;748;Pelluhue;3;258;Pejegallo;1;Artesanal
51437;2006;NAC;Maule;748;Pelluhue;3;820;Piure;3;Artesanal
51438;2006;NAC;Maule;748;Pelluhue;3;274;Reineta;10;Artesanal
51439;2006;NAC;Maule;748;Pelluhue;4;219;Cabinza;1;Artesanal
51440;2006;NAC;Maule;748;Pelluhue;4;227;Congrio colorado;1;Artesanal
51441;2006;NAC;Maule;748;Pelluhue;4;229;Congrio negro;1;Artesanal
51442;2006;NAC;Maule;748;Pelluhue;4;230;Corvina;6;Artesanal
51443;2006;NAC;Maule;748;Pelluhue;4;234;Jurel;3;Artesanal
51444;2006;NAC;Maule;748;Pelluhue;4;242;Merluza común;5;Artesanal
51445;2006;NAC;Maule;748;Pelluhue;4;258;Pejegallo;2;Artesanal
51446;2006;NAC;Maule;748;Pelluhue;4;274;Reineta;4;Artesanal
51447;2006;NAC;Maule;748;Pelluhue;5;425;Cholga;2;Artesanal
51448;2006;NAC;Maule;748;Pelluhue;5;226;Cojinoba del norte / Piafri;2;Artesanal
51449;2006;NAC;Maule;748;Pelluhue;5;227;Congrio colorado;1;Artesanal
51450;2006;NAC;Maule;748;Pelluhue;5;229;Congrio negro;2;Artesanal
51451;2006;NAC;Maule;748;Pelluhue;5;230;Corvina;5;Artesanal
51452;2006;NAC;Maule;748;Pelluhue;5;444;Huepo o Navaja de mar;8;Artesanal
51453;2006;NAC;Maule;748;Pelluhue;5;234;Jurel;8;Artesanal
51454;2006;NAC;Maule;748;Pelluhue;5;242;Merluza común;4;Artesanal
51455;2006;NAC;Maule;748;Pelluhue;5;258;Pejegallo;2;Artesanal
51456;2006;NAC;Maule;748;Pelluhue;5;820;Piure;1;Artesanal
51457;2006;NAC;Maule;748;Pelluhue;5;282;Sierra;2;Artesanal
51458;2006;NAC;Maule;748;Pelluhue;6;230;Corvina;1;Artesanal
51459;2006;NAC;Maule;748;Pelluhue;6;234;Jurel;4;Artesanal
51460;2006;NAC;Maule;748;Pelluhue;6;242;Merluza común;6;Artesanal
51461;2006;NAC;Maule;748;Pelluhue;6;258;Pejegallo;1;Artesanal
51462;2006;NAC;Maule;748;Pelluhue;6;820;Piure;1;Artesanal
51463;2006;NAC;Maule;748;Pelluhue;6;282;Sierra;6;Artesanal
51464;2006;NAC;Maule;748;Pelluhue;7;425;Cholga;1;Artesanal
51465;2006;NAC;Maule;748;Pelluhue;7;229;Congrio negro;1;Artesanal
51466;2006;NAC;Maule;748;Pelluhue;7;230;Corvina;4;Artesanal
51467;2006;NAC;Maule;748;Pelluhue;7;234;Jurel;12;Artesanal
51468;2006;NAC;Maule;748;Pelluhue;7;455;Loco;18;Artesanal
51469;2006;NAC;Maule;748;Pelluhue;7;242;Merluza común;19;Artesanal
51470;2006;NAC;Maule;748;Pelluhue;7;282;Sierra;7;Artesanal
51471;2006;NAC;Maule;748;Pelluhue;8;234;Jurel;1;Artesanal
51472;2006;NAC;Maule;748;Pelluhue;8;455;Loco;24;Artesanal
